external_id,league,home_team,away_team,match_date,home_score,away_score,home_shots_on_target,away_shots_on_target,home_possession,away_possession,home_corners,away_corners,home_yellow_cards,away_yellow_cards
1520119,Serie A,Como 1907,AS Roma,2026-03-15 00:00:00,2,1,7,1,66,34,7,1,2,1
1520127,Serie A,Lazio,AC Milan,2026-03-15 00:00:00,1,0,2,3,41,59,1,9,4,1
1520123,Serie A,Cremonese,Fiorentina,2026-03-16 00:00:00,1,4,3,6,48,52,4,6,1,0
1520133,Serie A,Cagliari,Napoli,2026-03-20 00:00:00,0,1,0,5,33,67,2,7,2,2
1520138,Serie A,Genoa,Udinese,2026-03-20 00:00:00,0,2,2,4,62,38,7,1,1,5
1520140,Serie A,Parma,Cremonese,2026-03-21 00:00:00,0,2,1,4,52,48,3,1,3,3
1520139,Serie A,AC Milan,Torino,2026-03-21 00:00:00,3,2,6,7,63,37,4,6,3,2
1520137,Serie A,Juventus,Sassuolo,2026-03-21 00:00:00,1,1,8,1,66,34,9,4,1,2
1520134,Serie A,Como 1907,Pisa,2026-03-22 00:00:00,5,0,7,0,73,27,7,1,0,2
1520125,Serie A,Atalanta,Hellas Verona,2026-03-22 00:00:00,1,0,3,3,60,40,2,4,1,3
1520131,Serie A,Bologna,Lazio,2026-03-22 00:00:00,0,2,4,5,54,46,2,1,1,1
1520136,Serie A,Fiorentina,Inter,2026-03-22 00:00:00,1,1,6,4,40,60,3,5,3,3
1520150,Serie A,Sassuolo,Cagliari,2026-04-04 00:00:00,2,1,2,3,50,50,2,2,1,0
1520148,Serie A,Hellas Verona,Fiorentina,2026-04-04 00:00:00,0,1,8,1,49,51,9,1,3,1
1520145,Serie A,Lazio,Parma,2026-04-04 00:00:00,1,1,3,4,61,39,7,2,1,2
1520143,Serie A,Cremonese,Bologna,2026-04-05 00:00:00,1,2,3,7,37,63,2,4,2,1
1520149,Serie A,Pisa,Torino,2026-04-05 00:00:00,0,1,1,2,50,50,1,2,1,0
1520142,Serie A,Inter,AS Roma,2026-04-05 00:00:00,5,2,9,3,56,44,7,4,0,1
1520151,Serie A,Udinese,Como 1907,2026-04-06 00:00:00,0,0,4,4,49,51,6,2,2,3
1520146,Serie A,Lecce,Atalanta,2026-04-06 00:00:00,0,3,0,6,42,58,2,5,0,2
1520144,Serie A,Juventus,Genoa,2026-04-06 00:00:00,2,0,5,3,62,38,5,5,4,1
1520147,Serie A,Napoli,AC Milan,2026-04-06 00:00:00,1,0,3,1,53,48,4,3,2,0
1520171,Serie A,AS Roma,Pisa,2026-04-10 00:00:00,3,0,3,5,59,41,1,3,1,1
1520166,Serie A,Cagliari,Cremonese,2026-04-11 00:00:00,1,0,5,2,35,65,6,5,1,1
1520174,Serie A,Torino,Hellas Verona,2026-04-11 00:00:00,2,1,2,4,46,54,3,6,1,4
1520169,Serie A,AC Milan,Udinese,2026-04-11 00:00:00,0,3,3,6,63,37,4,3,1,1
1520165,Serie A,Genoa,Sassuolo,2026-04-12 00:00:00,2,1,7,6,52,48,5,3,2,3
1520170,Serie A,Parma,Napoli,2026-04-12 00:00:00,1,1,2,6,26,75,3,7,1,0
1520163,Serie A,Bologna,Lecce,2026-04-12 00:00:00,2,0,4,1,64,36,8,6,0,2
1520167,Serie A,Como 1907,Inter,2026-04-12 00:00:00,3,4,8,5,60,40,1,1,3,7
